numero,nome,url,tipos,altura_cm,peso_kg,proximas_evolucoes,habilidades
87,Dewgong,https://pokemondb.net/pokedex/dewgong,"Water, Ice",1.7 m (5′07″),120.0 kg (264.6 lbs),[],"[{'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}]"
88,Grimer,https://pokemondb.net/pokedex/grimer,Poison,0.9 m (2′11″),30.0 kg (66.1 lbs),"[{'numero': 89, 'nome': 'Muk', 'url': 'https://pokemondb.net/pokedex/muk'}, {'numero': 89, 'nome': 'Muk', 'url': 'https://pokemondb.net/pokedex/muk'}]","[{'nome': 'Stench', 'desc': 'Helps repel wild POKéMON.', 'efeito': 'A Pokémon with Stench has a 10% chance of causing the opponent to flinch when hit by a damaging move (provided the ability-bearer strikes first as usual).', 'url': 'https://pokemondb.net/ability/stench'}, {'nome': 'Sticky Hold', 'desc': 'Prevents item theft.', 'efeito': 'Sticky Hold prevents held items from being taken or switched.', 'url': 'https://pokemondb.net/ability/sticky-hold'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Power of Alchemy', 'desc': 'The Pokémon copies the Ability of a defeated ally.', 'efeito': 'The Pokémon copies the Ability of a defeated ally.', 'url': 'https://pokemondb.net/ability/power-of-alchemy'}]"
89,Muk,https://pokemondb.net/pokedex/muk,Poison,1.2 m (3′11″),30.0 kg (66.1 lbs),"[{'numero': 88, 'nome': 'Grimer', 'url': 'https://pokemondb.net/pokedex/grimer'}]","[{'nome': 'Stench', 'desc': 'Helps repel wild POKéMON.', 'efeito': 'A Pokémon with Stench has a 10% chance of causing the opponent to flinch when hit by a damaging move (provided the ability-bearer strikes first as usual).', 'url': 'https://pokemondb.net/ability/stench'}, {'nome': 'Sticky Hold', 'desc': 'Prevents item theft.', 'efeito': 'Sticky Hold prevents held items from being taken or switched.', 'url': 'https://pokemondb.net/ability/sticky-hold'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Power of Alchemy', 'desc': 'The Pokémon copies the Ability of a defeated ally.', 'efeito': 'The Pokémon copies the Ability of a defeated ally.', 'url': 'https://pokemondb.net/ability/power-of-alchemy'}]"
90,Shellder,https://pokemondb.net/pokedex/shellder,Water,0.3 m (1′00″),4.0 kg (8.8 lbs),"[{'numero': 91, 'nome': 'Cloyster', 'url': 'https://pokemondb.net/pokedex/cloyster'}]","[{'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Skill Link', 'desc': 'Increases the frequency of multi-strike moves.', 'efeito': 'Skill Link causes multi-strike moves to always hit their maximum number of times. The moves affected are listed below; note that moves such as Double Kick that always strike the same number of times are not affected.', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]"
91,Cloyster,https://pokemondb.net/pokedex/cloyster,"Water, Ice",1.5 m (4′11″),132.5 kg (292.1 lbs),[],"[{'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Skill Link', 'desc': 'Increases the frequency of multi-strike moves.', 'efeito': 'Skill Link causes multi-strike moves to always hit their maximum number of times. The moves affected are listed below; note that moves such as Double Kick that always strike the same number of times are not affected.', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]"
92,Gastly,https://pokemondb.net/pokedex/gastly,"Ghost, Poison",1.3 m (4′03″),0.1 kg (0.2 lbs),"[{'numero': 93, 'nome': 'Haunter', 'url': 'https://pokemondb.net/pokedex/haunter'}, {'numero': 94, 'nome': 'Gengar', 'url': 'https://pokemondb.net/pokedex/gengar'}]","[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}]"
93,Haunter,https://pokemondb.net/pokedex/haunter,"Ghost, Poison",1.6 m (5′03″),0.1 kg (0.2 lbs),"[{'numero': 94, 'nome': 'Gengar', 'url': 'https://pokemondb.net/pokedex/gengar'}]","[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}]"
94,Gengar,https://pokemondb.net/pokedex/gengar,"Ghost, Poison",1.5 m (4′11″),40.5 kg (89.3 lbs),[],"[{'nome': 'Cursed Body', 'desc': 'May disable a move used on the Pokémon.', 'efeito': 'May disable a move used on the Pokémon.', 'url': 'https://pokemondb.net/ability/cursed-body'}, {'nome': 'Shadow Tag', 'desc': 'Prevents the foe’s escape.', 'efeito': 'Prevents the foe from escaping.', 'url': 'https://pokemondb.net/ability/shadow-tag'}]"
95,Onix,https://pokemondb.net/pokedex/onix,"Rock, Ground",8.8 m (28′10″),210.0 kg (463.0 lbs),"[{'numero': 208, 'nome': 'Steelix', 'url': 'https://pokemondb.net/pokedex/steelix'}]","[{'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Weak Armor', 'desc': 'Physical attacks lower Defense and raise Speed.', 'efeito': 'When a Pokémon with Weak Armor is hit by a physical move, its Defense drops one stage, but its Speed increases by one stage.', 'url': 'https://pokemondb.net/ability/weak-armor'}]"
96,Drowzee,https://pokemondb.net/pokedex/drowzee,Psychic,1.0 m (3′03″),32.4 kg (71.4 lbs),"[{'numero': 97, 'nome': 'Hypno', 'url': 'https://pokemondb.net/pokedex/hypno'}]","[{'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Forewarn', 'desc': 'Determines what moves the foe has.', 'efeito': 'Determines what moves a foe has.', 'url': 'https://pokemondb.net/ability/forewarn'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}]"
97,Hypno,https://pokemondb.net/pokedex/hypno,Psychic,1.6 m (5′03″),75.6 kg (166.7 lbs),[],"[{'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Forewarn', 'desc': 'Determines what moves the foe has.', 'efeito': 'Determines what moves a foe has.', 'url': 'https://pokemondb.net/ability/forewarn'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}]"
98,Krabby,https://pokemondb.net/pokedex/krabby,Water,0.4 m (1′04″),6.5 kg (14.3 lbs),"[{'numero': 99, 'nome': 'Kingler', 'url': 'https://pokemondb.net/pokedex/kingler'}]","[{'nome': 'Hyper Cutter', 'desc': 'Prevents ATTACK reduction.', 'efeito': ""Hyper Cutter prevents the bearer's Attack stat from being lowered by other Pokémon, through moves such as Growl or abilities such as Intimidate."", 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}]"
99,Kingler,https://pokemondb.net/pokedex/kingler,Water,1.3 m (4′03″),60.0 kg (132.3 lbs),[],"[{'nome': 'Hyper Cutter', 'desc': 'Prevents ATTACK reduction.', 'efeito': ""Hyper Cutter prevents the bearer's Attack stat from being lowered by other Pokémon, through moves such as Growl or abilities such as Intimidate."", 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}]"
100,Voltorb,https://pokemondb.net/pokedex/voltorb,Electric,0.5 m (1′08″),10.4 kg (22.9 lbs),"[{'numero': 101, 'nome': 'Electrode', 'url': 'https://pokemondb.net/pokedex/electrode'}, {'numero': 101, 'nome': 'Electrode', 'url': 'https://pokemondb.net/pokedex/electrode'}]","[{'nome': 'Soundproof', 'desc': 'Avoids sound-based moves.', 'efeito': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects.', 'url': 'https://pokemondb.net/ability/soundproof'}, {'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Aftermath', 'desc': 'Damages the foe landing the finishing hit.', 'efeito': 'If an attacker faints a Pokémon with Aftermath using a contact move, the attacker will lose 1⁄4 of their maximum HP.', 'url': 'https://pokemondb.net/ability/aftermath'}, {'nome': 'Soundproof', 'desc': 'Avoids sound-based moves.', 'efeito': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects.', 'url': 'https://pokemondb.net/ability/soundproof'}, {'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Aftermath', 'desc': 'Damages the foe landing the finishing hit.', 'efeito': 'If an attacker faints a Pokémon with Aftermath using a contact move, the attacker will lose 1⁄4 of their maximum HP.', 'url': 'https://pokemondb.net/ability/aftermath'}]"
101,Electrode,https://pokemondb.net/pokedex/electrode,Electric,1.2 m (3′11″),66.6 kg (146.8 lbs),"[{'numero': 100, 'nome': 'Voltorb', 'url': 'https://pokemondb.net/pokedex/voltorb'}]","[{'nome': 'Soundproof', 'desc': 'Avoids sound-based moves.', 'efeito': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects.', 'url': 'https://pokemondb.net/ability/soundproof'}, {'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Aftermath', 'desc': 'Damages the foe landing the finishing hit.', 'efeito': 'If an attacker faints a Pokémon with Aftermath using a contact move, the attacker will lose 1⁄4 of their maximum HP.', 'url': 'https://pokemondb.net/ability/aftermath'}, {'nome': 'Soundproof', 'desc': 'Avoids sound-based moves.', 'efeito': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects.', 'url': 'https://pokemondb.net/ability/soundproof'}, {'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Aftermath', 'desc': 'Damages the foe landing the finishing hit.', 'efeito': 'If an attacker faints a Pokémon with Aftermath using a contact move, the attacker will lose 1⁄4 of their maximum HP.', 'url': 'https://pokemondb.net/ability/aftermath'}]"
102,Exeggcute,https://pokemondb.net/pokedex/exeggcute,"Grass, Psychic",0.4 m (1′04″),2.5 kg (5.5 lbs),"[{'numero': 103, 'nome': 'Exeggutor', 'url': 'https://pokemondb.net/pokedex/exeggutor'}, {'numero': 103, 'nome': 'Exeggutor', 'url': 'https://pokemondb.net/pokedex/exeggutor'}]","[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Harvest', 'desc': 'May create another Berry after one is used.', 'efeito': 'May create another Berry after one is used.', 'url': 'https://pokemondb.net/ability/harvest'}]"
103,Exeggutor,https://pokemondb.net/pokedex/exeggutor,"Grass, Psychic",2.0 m (6′07″),120.0 kg (264.6 lbs),[],"[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Harvest', 'desc': 'May create another Berry after one is used.', 'efeito': 'May create another Berry after one is used.', 'url': 'https://pokemondb.net/ability/harvest'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Harvest', 'desc': 'May create another Berry after one is used.', 'efeito': 'May create another Berry after one is used.', 'url': 'https://pokemondb.net/ability/harvest'}]"
104,Cubone,https://pokemondb.net/pokedex/cubone,Ground,0.4 m (1′04″),6.5 kg (14.3 lbs),"[{'numero': 105, 'nome': 'Marowak', 'url': 'https://pokemondb.net/pokedex/marowak'}, {'numero': 105, 'nome': 'Marowak', 'url': 'https://pokemondb.net/pokedex/marowak'}]","[{'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'nome': 'Battle Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Battle Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/battle-armor'}]"
105,Marowak,https://pokemondb.net/pokedex/marowak,Ground,1.0 m (3′03″),45.0 kg (99.2 lbs),[],"[{'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'nome': 'Battle Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Battle Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/battle-armor'}, {'nome': 'Cursed Body', 'desc': 'May disable a move used on the Pokémon.', 'efeito': 'May disable a move used on the Pokémon.', 'url': 'https://pokemondb.net/ability/cursed-body'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}]"
106,Hitmonlee,https://pokemondb.net/pokedex/hitmonlee,Fighting,1.5 m (4′11″),49.8 kg (109.8 lbs),"[{'numero': 107, 'nome': 'Hitmonchan', 'url': 'https://pokemondb.net/pokedex/hitmonchan'}, {'numero': 237, 'nome': 'Hitmontop', 'url': 'https://pokemondb.net/pokedex/hitmontop'}]","[{'nome': 'Limber', 'desc': 'Prevents paralysis.', 'efeito': 'The Pokémon is protected from paralysis.', 'url': 'https://pokemondb.net/ability/limber'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}, {'nome': 'Unburden', 'desc': 'Raises Speed if a held item is used.', 'efeito': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}]"
107,Hitmonchan,https://pokemondb.net/pokedex/hitmonchan,Fighting,1.4 m (4′07″),50.2 kg (110.7 lbs),"[{'numero': 237, 'nome': 'Hitmontop', 'url': 'https://pokemondb.net/pokedex/hitmontop'}]","[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}]"
108,Lickitung,https://pokemondb.net/pokedex/lickitung,Normal,1.2 m (3′11″),65.5 kg (144.4 lbs),"[{'numero': 463, 'nome': 'Lickilicky', 'url': 'https://pokemondb.net/pokedex/lickilicky'}]","[{'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}, {'nome': 'Cloud Nine', 'desc': 'Negates weather effects.', 'efeito': 'Cloud Nine suppresses all effects brought on by weather, including move power increases, end-of-turn damage, accuracy changes, relevant abilities and so on.', 'url': 'https://pokemondb.net/ability/cloud-nine'}]"
109,Koffing,https://pokemondb.net/pokedex/koffing,Poison,0.6 m (2′00″),1.0 kg (2.2 lbs),"[{'numero': 110, 'nome': 'Weezing', 'url': 'https://pokemondb.net/pokedex/weezing'}, {'numero': 110, 'nome': 'Weezing', 'url': 'https://pokemondb.net/pokedex/weezing'}]","[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}, {'nome': 'Neutralizing Gas', 'desc': 'If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon’s Abilities will be nullified or will not be triggered.', 'efeito': 'Neutralizes abilities of all Pokémon in battle.', 'url': 'https://pokemondb.net/ability/neutralizing-gas'}, {'nome': 'Stench', 'desc': 'Helps repel wild POKéMON.', 'efeito': 'A Pokémon with Stench has a 10% chance of causing the opponent to flinch when hit by a damaging move (provided the ability-bearer strikes first as usual).', 'url': 'https://pokemondb.net/ability/stench'}]"
110,Weezing,https://pokemondb.net/pokedex/weezing,Poison,1.2 m (3′11″),9.5 kg (20.9 lbs),[],"[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}, {'nome': 'Neutralizing Gas', 'desc': 'If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon’s Abilities will be nullified or will not be triggered.', 'efeito': 'Neutralizes abilities of all Pokémon in battle.', 'url': 'https://pokemondb.net/ability/neutralizing-gas'}, {'nome': 'Stench', 'desc': 'Helps repel wild POKéMON.', 'efeito': 'A Pokémon with Stench has a 10% chance of causing the opponent to flinch when hit by a damaging move (provided the ability-bearer strikes first as usual).', 'url': 'https://pokemondb.net/ability/stench'}, {'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}, {'nome': 'Neutralizing Gas', 'desc': 'If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon’s Abilities will be nullified or will not be triggered.', 'efeito': 'Neutralizes abilities of all Pokémon in battle.', 'url': 'https://pokemondb.net/ability/neutralizing-gas'}, {'nome': 'Misty Surge', 'desc': 'Turns the ground into Misty Terrain when the Pokémon enters a battle.', 'efeito': 'Misty Surge creates a low-lying mist, like the move Misty Terrain, when the bearer enters battle. It protects all grounded Pokémon from status conditions and halves the power of Dragon type attacks.', 'url': 'https://pokemondb.net/ability/misty-surge'}]"
111,Rhyhorn,https://pokemondb.net/pokedex/rhyhorn,"Ground, Rock",1.0 m (3′03″),115.0 kg (253.5 lbs),"[{'numero': 112, 'nome': 'Rhydon', 'url': 'https://pokemondb.net/pokedex/rhydon'}, {'numero': 464, 'nome': 'Rhyperior', 'url': 'https://pokemondb.net/pokedex/rhyperior'}]","[{'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}]"
112,Rhydon,https://pokemondb.net/pokedex/rhydon,"Ground, Rock",1.9 m (6′03″),120.0 kg (264.6 lbs),"[{'numero': 464, 'nome': 'Rhyperior', 'url': 'https://pokemondb.net/pokedex/rhyperior'}]","[{'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}]"
113,Chansey,https://pokemondb.net/pokedex/chansey,Normal,1.1 m (3′07″),34.6 kg (76.3 lbs),"[{'numero': 242, 'nome': 'Blissey', 'url': 'https://pokemondb.net/pokedex/blissey'}]","[{'nome': 'Natural Cure', 'desc': 'Heals upon switching out.', 'efeito': 'All status problems heal when it switches out.', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'nome': 'Serene Grace', 'desc': 'Promotes added effects.', 'efeito': ""Serene Grace doubles the chance of moves' secondary effects occurring - specifically stat changes, status ailments, or flinching. It also increases the chance of flinching due to the held items King's Rock and Razor Fang from 10% to 20% (however, note that those items do not affect moves that already have a flinch chance)."", 'url': 'https://pokemondb.net/ability/serene-grace'}, {'nome': 'Healer', 'desc': 'May heal an ally’s status conditions.', 'efeito': ""May heal an ally's status conditions."", 'url': 'https://pokemondb.net/ability/healer'}]"
114,Tangela,https://pokemondb.net/pokedex/tangela,Grass,1.0 m (3′03″),35.0 kg (77.2 lbs),"[{'numero': 465, 'nome': 'Tangrowth', 'url': 'https://pokemondb.net/pokedex/tangrowth'}]","[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}, {'nome': 'Regenerator', 'desc': 'Restores a little HP when withdrawn from battle.', 'efeito': 'A Pokémon with Regenerator restores 1⁄3 of its maximum HP when switching out.', 'url': 'https://pokemondb.net/ability/regenerator'}]"
